<<<<<<< HEAD
1) 3	23.912414538609376
2) 7	24.024447100317
3) 10	24.232189869872894
4) 14	24.113969508682448
5) 17	24.320144713692798
6) 21	23.8957661636937
7) 24	24.081939076514495
8) 26	23.801724608885436
9) 30	23.668223231547458
10) 34	24.433261067283702
11) 38	24.354141852035994
12) 41	24.258657546122183
13) 45	23.82146361648637
14) 50	24.505256170348677
15) 53	23.008948391730332
16) 55	23.854525117642126
17) 57	24.206956769855026
18) 59	25.117354362155766
19) 62	24.57272149535175
20) 65	24.07010184086496
21) 67	22.739812332100964
22) 69	24.724946956658858
23) 71	23.3833596572852
24) 73	24.508873592758952
25) 77	23.99876176338434
26) 79	24.6442510035698
27) 82	24.034934971877284
28) 84	24.594275238092905
29) 87	25.01550072566977
30) 92	23.92982947203584
31) 98	24.677786932643208
32) 101	24.796757075081775
33) 106	24.099506149651027
34) 109	24.15790700002126
35) 112	24.865994941066074
36) 115	24.572172802676175
37) 118	25.266857966541366
38) 121	24.66095050431496
39) 126	23.73787243660288
40) 129	24.686780940433685
41) 134	25.737026486751507
42) 137	23.468601726491038
43) 140	24.516846282401627
44) 142	25.2857030174703
45) 148	24.301232234068678
46) 152	24.463316788729514
47) 158	24.656294163187823
48) 160	24.743826524658385
49) 162	25.024290607716942
50) 166	22.95895422580143
51) 171	25.251698870819578
52) 173	23.995210511828102
53) 179	24.99643920652281
54) 182	24.20091831325841
55) 185	24.147927273757677
56) 189	24.009347958008846
57) 192	23.831809182108024
58) 196	24.66554233229523
59) 199	24.965510224034546
60) 203	24.47773164763907
61) 206	24.49189904456516
62) 209	23.300360375951986
63) 211	25.2033800590806
64) 213	24.630641503063192
65) 216	24.347377468806165
66) 219	24.034559423593116
67) 222	23.90980923821718
68) 225	23.940436701598305
69) 229	24.280690135575238
70) 231	23.98978115042682
71) 233	23.06186910204563
72) 235	24.561552091575255
73) 237	23.913549939824588
74) 240	23.935228542773167
75) 243	23.816854021607003
76) 245	24.747961512469313
77) 248	23.06192220241536
78) 251	24.181389789315578
79) 254	24.277950786910054
80) 256	23.617903614979262
81) 258	24.95311611674511
82) 261	24.583509121139407
83) 263	24.469786790024987
84) 265	24.480079085091273
85) 267	23.482238263863685
86) 269	24.897786494985667
87) 273	24.923939529151756
88) 276	23.98281090624959
89) 279	24.317914768859318
90) 282	25.006845970668962
91) 284	23.94556453704163
92) 288	23.631136094827074
93) 291	24.257565108119362
94) 293	24.909035110734827
95) 299	24.92707757312081
96) 304	23.563321969218727
97) 308	24.301597257643213
98) 311	24.207297774699096
99) 315	24.00431835910894
100) 317	22.645677885564915
101) 319	23.081692849039683
102) 322	23.79479750598916
103) 325	24.474603281097803
104) 327	24.634182400393758
105) 332	23.802438701297604
106) 334	24.88890593217744
107) 338	25.539502774025824
108) 341	25.68637820412038
109) 344	26.214392743368045
110) 348	30.804314844430575
111) 354	25.833950177126162
112) 357	25.45786380022594
113) 362	25.206944577199007
114) 364	25.104799147563867
115) 366	24.907421297149938
116) 371	24.81787545576326
117) 375	25.159171705285175
118) 377	24.733153352913824
119) 380	24.856006231863265
120) 384	24.66105349333014
121) 388	23.632207157447763
122) 391	24.078638630255178
123) 393	23.563340789577236
124) 395	24.704841069345104
125) 397	23.80809446985802
126) 400	23.861220670527185
127) 404	23.440972635249228
128) 407	24.059593901852704
129) 410	23.076697198041472
130) 412	23.81472361689437
131) 414	23.135580066069394
132) 416	23.762265017167614
133) 420	23.41034390227098
134) 425	23.74588075983817
135) 427	24.640247972935068
136) 431	24.376817020327326
137) 434	23.366278235744435
138) 437	23.71649487208288
139) 440	24.152305458484513
140) 442	24.238535231596675
141) 446	23.122777778640312
142) 448	24.84807500952571
143) 452	24.44422281647725
144) 455	23.700039846257834
145) 458	24.733937447004926
146) 462	24.409856608011836
147) 465	24.714402623529793
148) 468	23.145102579399932
149) 471	23.77342843476276
150) 473	23.86019029528612
151) 475	22.82376819279671
152) 477	23.64326859323256
153) 479	24.299894341362407
154) 481	23.94114802363626
155) 485	23.55426238441595
156) 487	24.115407793663373
157) 489	23.976578509650217
158) 493	24.58695742201438
159) 495	23.429999787283254
160) 500	24.552948552196472
161) 503	23.78909215316735
162) 505	24.009334382240425
163) 509	24.68338461713984
164) 512	24.324934889596157
165) 516	23.511678110040762
166) 518	24.781581718908104
167) 522	23.92705410369075
168) 525	22.860649449111097
169) 527	23.770088648032882
170) 531	24.706084078651255
171) 535	22.205355443893243
172) 541	24.42193639863237
173) 543	24.125070948153375
174) 545	24.007771713503484
175) 549	23.597754913714365
176) 553	23.82142833948645
177) 556	23.871717887227803
178) 559	22.24134616035112
179) 561	22.162081265553994
180) 565	23.258404693109945
181) 567	24.727268993584016
182) 571	24.707614283178245
